dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
droplethic,BC441158,291684,291684,83.92506959586402,83.92506959586402
droplethic,BC64407,339622,339622,83.90622515620308,83.90622515620308
droplethic,BC245792,350394,350394,83.5145578976809,83.5145578976809
droplethic,BC606806,262166,262166,81.03873118558471,81.03873118558471
droplethic,BC105410,235196,235196,85.58648956614908,85.58648956614908
droplethic,BC678969,232340,232340,84.48222432641818,84.48222432641818
droplethic,BC116606,308896,308896,83.84051590179219,83.84051590179219
droplethic,BC269785,240394,240394,83.37396108055941,83.37396108055941
droplethic,BC223025,301676,301676,83.4729975205187,83.4729975205187
droplethic,BC200240,450374,450374,84.09721697966579,84.09721697966579
droplethic,BC378147,190652,190652,85.1320730965319,85.1320730965319
droplethic,BC521243,269030,269030,83.53046128684534,83.53046128684534
droplethic,BC7278,286626,286626,83.34693991473209,83.34693991473209
droplethic,BC730942,255168,255168,84.4831640331076,84.4831640331076
droplethic,BC288033,453876,453876,83.62283971833716,83.62283971833716
droplethic,BC89024,269178,269178,86.06646902792947,86.06646902792947
droplethic,BC222035,387562,387562,85.79788524158715,85.79788524158715
droplethic,BC306672,240122,240122,85.42657482446423,85.42657482446423
droplethic,BC39605,445262,445262,84.4689194227219,84.4689194227219
droplethic,BC348750,273530,273530,83.58351917522758,83.58351917522758
droplethic,BC640023,135954,135954,83.7621548464922,83.7621548464922
droplethic,BC586386,203866,203866,85.00191302129831,85.00191302129831
droplethic,BC662048,187098,187098,84.01265646880245,84.01265646880245
droplethic,BC657148,410756,410756,84.64684630291462,84.64684630291462
droplethic,BC574932,151502,151502,83.72958772821481,83.72958772821481
droplethic,BC466505,557882,557882,83.70802427753539,83.70802427753539
droplethic,BC524446,321038,321038,83.9638921249198,83.9638921249198
droplethic,BC56829,243346,243346,85.13721203553787,85.13721203553787
droplethic,BC30536,193064,193064,82.00907471097668,82.00907471097668
droplethic,BC249242,408610,408610,84.91617924181983,84.91617924181983
droplethic,BC365194,278476,278476,83.97420244473491,83.97420244473491
droplethic,BC576520,369030,369030,84.71452185459177,84.71452185459177
droplethic,BC270665,355348,355348,83.6971081869041,83.6971081869041
droplethic,BC134196,311690,311690,84.80349064775899,84.80349064775899
droplethic,BC361164,484182,484182,84.78216868863362,84.78216868863362
droplethic,BC657717,556754,556754,83.86253174651641,83.86253174651641
droplethic,BC700996,116508,116508,85.53404058090432,85.53404058090432
droplethic,BC716786,205416,205416,83.30315067959653,83.30315067959653
droplethic,BC509950,194356,194356,86.58955730720945,86.58955730720945
droplethic,BC600792,345212,345212,84.2925506645192,84.2925506645192
droplethic,BC682145,303962,303962,84.43489646732158,84.43489646732158
droplethic,BC716032,172170,172170,82.00731834814428,82.00731834814428
droplethic,BC709604,358336,358336,84.76122968387212,84.76122968387212
droplethic,BC526528,209108,209108,86.44049964611588,86.44049964611588
droplethic,BC732095,258700,258700,85.61345187475841,85.61345187475841
droplethic,BC733877,263520,263520,86.06405585913782,86.06405585913782
droplethic,BC350332,166608,166608,84.45812926150005,84.45812926150005
droplethic,BC198224,390584,390584,83.66292526063536,83.66292526063536
droplethic,BC486419,229146,229146,84.76255313206427,84.76255313206427
droplethic,BC566608,127034,127034,82.49445030464285,82.49445030464285
droplethic,BC690318,268922,268922,86.46298926826366,86.46298926826366
droplethic,BC154714,189618,189618,81.37940490881667,81.37940490881667
droplethic,BC642649,176656,176656,79.9191649307128,79.9191649307128
droplethic,BC36611,133408,133408,79.13018709522667,79.13018709522667
droplethic,BC571276,422800,422800,84.19489120151371,84.19489120151371
droplethic,BC121886,142336,142336,83.25230440647482,83.25230440647482
droplethic,BC565025,177192,177192,84.14262494920764,84.14262494920764
droplethic,BC676955,224792,224792,85.12224634328624,85.12224634328624
droplethic,BC550794,269356,269356,83.74270482187143,83.74270482187143
droplethic,BC535794,263172,263172,82.23443223443223,82.23443223443223
droplethic,BC627919,375324,375324,82.91556095533458,82.91556095533458
droplethic,BC422838,265752,265752,86.30301935639243,86.30301935639243
droplethic,BC42194,111220,111220,82.84481208415752,82.84481208415752
droplethic,BC254754,234202,234202,85.58594717380723,85.58594717380723
droplethic,BC299745,196226,196226,84.32623607473016,84.32623607473016
droplethic,BC206482,276710,276710,84.56073145170033,84.56073145170033
droplethic,BC392969,260086,260086,84.38747183623879,84.38747183623879
droplethic,BC386227,227578,227578,83.41667472251272,83.41667472251272
droplethic,BC704783,439064,439064,84.7398101415739,84.7398101415739
droplethic,BC229753,230304,230304,85.31332499652633,85.31332499652633
droplethic,BC539755,198048,198048,85.00565519470028,85.00565519470028
droplethic,BC161304,279254,279254,84.24659986965271,84.24659986965271
droplethic,BC427882,201026,201026,82.73855123217892,82.73855123217892
droplethic,BC154842,391252,391252,80.41517998630039,80.41517998630039
droplethic,BC311097,458396,458396,84.35632073578303,84.35632073578303
droplethic,BC613057,223098,223098,82.2947762866543,82.2947762866543
droplethic,BC172282,211510,211510,81.91480308259656,81.91480308259656
droplethic,BC351685,292296,292296,84.71686235870487,84.71686235870487
droplethic,BC675834,221532,221532,83.65924561688605,83.65924561688605
droplethic,BC3791,336814,336814,84.52439625431246,84.52439625431246
droplethic,BC642722,232556,232556,82.89100259722389,82.89100259722389
droplethic,BC43283,790026,790026,84.12128208438709,84.12128208438709
droplethic,BC476692,283846,283846,86.32075139336119,86.32075139336119
droplethic,BC519617,372968,372968,84.35415370755668,84.35415370755668
droplethic,BC499983,265398,265398,83.87478428624179,83.87478428624179
droplethic,BC484651,368322,368322,84.99790943793745,84.99790943793745
droplethic,BC663509,249990,249990,85.70342813712548,85.70342813712548
droplethic,BC28753,82876,82876,87.66349727303441,87.66349727303441
droplethic,BC661671,208396,208396,83.28470795984568,83.28470795984568
droplethic,BC384289,193704,193704,84.35757650848717,84.35757650848717
droplethic,BC33945,188834,188834,83.3250368048127,83.3250368048127
droplethic,BC247407,211160,211160,83.12085622276946,83.12085622276946
droplethic,BC201936,308528,308528,85.52286988539127,85.52286988539127
droplethic,BC660251,218298,218298,86.34435496431483,86.34435496431483
droplethic,BC541570,325726,325726,82.9758754290416,82.9758754290416
droplethic,BC146167,262510,262510,84.19107843510723,84.19107843510723
droplethic,BC599650,175476,175476,81.88128291048349,81.88128291048349
droplethic,BC704768,238868,238868,84.22643468359094,84.22643468359094
droplethic,BC178546,303602,303602,85.02908412988057,85.02908412988057
droplethic,BC345712,312272,312272,83.38691909617256,83.38691909617256
droplethic,BC327163,407728,407728,82.55994192206569,82.55994192206569
droplethic,BC163750,355014,355014,84.15837121916319,84.15837121916319
droplethic,BC349684,236720,236720,85.57536329841163,85.57536329841163
droplethic,BC203907,207548,207548,84.21569950083835,84.21569950083835
droplethic,BC226040,226252,226252,86.29846365998975,86.29846365998975
droplethic,BC372967,394944,394944,84.58971398476746,84.58971398476746
droplethic,BC516373,276506,276506,86.39740186469733,86.39740186469733
droplethic,BC164328,306992,306992,85.51232605409913,85.51232605409913
droplethic,BC618518,240364,240364,83.5158343179511,83.5158343179511
droplethic,BC472374,248392,248392,83.40284711262842,83.40284711262842
droplethic,BC606471,414580,414580,84.2153504751797,84.2153504751797
droplethic,BC37037,239804,239804,82.85099497923304,82.85099497923304
droplethic,BC19255,236600,236600,83.59594251901945,83.59594251901945
droplethic,BC205440,304924,304924,85.1943435085464,85.1943435085464
droplethic,BC628238,190406,190406,79.43657237692089,79.43657237692089
droplethic,BC31550,270152,270152,83.08285705824869,83.08285705824869
droplethic,BC191623,373924,373924,84.67763502743873,84.67763502743873
droplethic,BC515843,96722,96722,83.90438576538946,83.90438576538946
droplethic,BC59280,238222,238222,85.20371754078128,85.20371754078128
droplethic,BC273229,246024,246024,82.95776021851526,82.95776021851526
droplethic,BC133103,242804,242804,86.36431030790267,86.36431030790267
droplethic,BC666489,383564,383564,84.31604634428675,84.31604634428675
droplethic,BC260296,308298,308298,86.14262823631681,86.14262823631681
droplethic,BC647447,334150,334150,81.11806075115966,81.11806075115966
droplethic,BC77177,410798,410798,84.27450961299714,84.27450961299714
droplethic,BC145917,169806,169806,81.54482173774778,81.54482173774778
droplethic,BC120599,366712,366712,83.82054582342546,83.82054582342546
droplethic,BC568341,267542,267542,84.62671281518416,84.62671281518416
droplethic,BC257675,190298,190298,85.22212529821648,85.22212529821648
droplethic,BC658352,209252,209252,83.87112190086594,83.87112190086594
droplethic,BC730868,239650,239650,84.45900271228875,84.45900271228875
droplethic,BC446826,351152,351152,82.60297534970611,82.60297534970611
droplethic,BC335059,292144,292144,81.98422695656936,81.98422695656936
droplethic,BC290043,337198,337198,81.67664102396812,81.67664102396812
droplethic,BC64364,271424,271424,85.23269865597736,85.23269865597736
droplethic,BC155735,244972,244972,85.1770814623712,85.1770814623712
droplethic,BC650939,200576,200576,84.94037172941927,84.94037172941927
droplethic,BC271065,289190,289190,84.32172620076766,84.32172620076766
droplethic,BC453131,222192,222192,82.67084323467992,82.67084323467992
droplethic,BC87263,177674,177674,84.27907290881052,84.27907290881052
droplethic,BC78656,245734,245734,85.20514051779567,85.20514051779567
droplethic,BC430824,288346,288346,84.36392389698487,84.36392389698487
droplethic,BC437222,301702,301702,83.43066999887306,83.43066999887306
droplethic,BC686490,119432,119432,85.16143077232232,85.16143077232232
droplethic,BC538188,387136,387136,85.02386758141841,85.02386758141841
droplethic,BC413062,282472,282472,82.63615508793792,82.63615508793792
droplethic,BC677395,174518,174518,83.43093549089492,83.43093549089492
droplethic,BC416019,241482,241482,82.88485270123653,82.88485270123653
droplethic,BC651171,266356,266356,85.37671387166048,85.37671387166048
droplethic,BC151965,327146,327146,84.47237624791377,84.47237624791377
droplethic,BC293790,349904,349904,84.7701083725822,84.7701083725822
droplethic,BC506570,146920,146920,81.52055540430166,81.52055540430166
droplethic,BC446215,336416,336416,82.78916579473034,82.78916579473034
droplethic,BC263072,279116,279116,83.57887043379813,83.57887043379813
droplethic,BC296900,111250,111250,85.70966292134831,85.70966292134831
droplethic,BC651572,383388,383388,84.1194820912496,84.1194820912496
droplethic,BC431160,359036,359036,82.78557024922291,82.78557024922291
droplethic,BC715495,352402,352402,83.55854961095567,83.55854961095567
droplethic,BC612895,297408,297408,84.3104422207876,84.3104422207876
droplethic,BC713694,270780,270780,81.63896890464584,81.63896890464584
droplethic,BC452089,327896,327896,83.55576158294093,83.55576158294093
droplethic,BC477129,529100,529100,83.97694197694197,83.97694197694197
droplethic,BC666731,396560,396560,83.6201331450474,83.6201331450474
droplethic,BC90194,367472,367472,84.6110724082379,84.6110724082379
droplethic,BC154312,208720,208720,83.89421234189345,83.89421234189345
droplethic,BC411580,297936,297936,85.98155308522635,85.98155308522635
droplethic,BC530917,191460,191460,83.9423378251332,83.9423378251332
droplethic,BC617131,186372,186372,85.92277809971455,85.92277809971455
droplethic,BC639435,389018,389018,84.72667074531256,84.72667074531256
droplethic,BC71392,122598,122598,81.50377657058027,81.50377657058027
droplethic,BC732597,247288,247288,84.6680793245123,84.6680793245123
droplethic,BC89970,263214,263214,85.63298304801417,85.63298304801417
droplethic,BC464613,231516,231516,84.56175815062458,84.56175815062458
droplethic,BC674934,369510,369510,84.70569132093854,84.70569132093854
droplethic,BC100166,132734,132734,82.50937966157879,82.50937966157879
droplethic,BC213040,229028,229028,85.34676982727002,85.34676982727002
droplethic,BC361753,439518,439518,84.38562243184579,84.38562243184579
droplethic,BC450272,344288,344288,82.94218793568176,82.94218793568176
droplethic,BC502207,442828,442828,84.70557417326818,84.70557417326818
droplethic,BC553214,240766,240766,82.87964247443576,82.87964247443576
droplethic,BC272832,464632,464632,84.36741335078084,84.36741335078084
droplethic,BC170717,362822,362822,83.07103758867984,83.07103758867984
droplethic,BC307811,223386,223386,83.72771794114225,83.72771794114225
droplethic,BC245802,352166,352166,84.45562603999251,84.45562603999251
droplethic,BC124015,331632,331632,81.94142905389106,81.94142905389106
droplethic,BC18949,407200,407200,86.28781925343812,86.28781925343812
droplethic,BC518192,238732,238732,83.05547643382538,83.05547643382538
droplethic,BC17908,222668,222668,83.21536996784451,83.21536996784451
droplethic,BC561251,253766,253766,79.13904936043441,79.13904936043441
droplethic,BC21251,151804,151804,80.19551526968986,80.19551526968986
droplethic,BC361554,159908,159908,83.14655927158115,83.14655927158115
droplethic,BC103211,348504,348504,83.39990358790718,83.39990358790718
droplethic,BC92252,251668,251668,84.45968498180142,84.45968498180142
droplethic,BC644796,357032,357032,85.95924174863877,85.95924174863877
droplethic,BC264622,251738,251738,84.31623354439934,84.31623354439934
droplethic,BC17724,189712,189712,81.40128194315594,81.40128194315594
droplethic,BC399109,378078,378078,83.76525478869439,83.76525478869439
droplethic,BC42975,232004,232004,83.25632316684195,83.25632316684195
droplethic,BC708510,443110,443110,83.658233847126,83.658233847126
droplethic,BC530315,223136,223136,83.88785314785602,83.88785314785602
droplethic,BC126291,230822,230822,84.17481869145922,84.17481869145922
droplethic,BC114253,340662,340662,84.1573172235236,84.1573172235236
droplethic,BC675444,240000,240000,84.13333333333334,84.13333333333334
droplethic,BC476594,201152,201152,84.06478682787146,84.06478682787146
droplethic,BC650201,359122,359122,84.57738595797528,84.57738595797528
droplethic,BC688501,291292,291292,83.93090095162243,83.93090095162243
droplethic,BC577358,348814,348814,83.32922417104818,83.32922417104818
droplethic,BC648172,200358,200358,84.14038870421945,84.14038870421945
droplethic,BC515940,366812,366812,84.58229283665747,84.58229283665747
droplethic,BC652808,277628,277628,86.19591683835924,86.19591683835924
droplethic,BC685556,224650,224650,84.32049855330514,84.32049855330514
droplethic,BC386565,205160,205160,84.97270423084422,84.97270423084422
